srid,recommendation,keywords,hazmat,most_wanted,priority,priority_number,nprm,is_reiterated,times_reiterated,rec_letter_url
R-10-019,"TO THE WASHINGTON METROPOLITAN TRANSIT AUTHORITY: Develop a formal process by which the general manager and managers responsible for Washington Metropolitan Area Transit Authority operations, maintenance, and engineering will periodically review, in collaboration with the chief safety officer, all safety audits and open corrective action plans, and modify policy, identify and commit resources, and initiate any other action necessary to ensure that the plans are adequately addressed and closed within the required time frame.","Safety Management Systems,Transit",FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-10-008-022.pdf
R-10-020,TO THE WASHINGTON METROPOLITAN TRANSIT AUTHORITY: Remove all 1000-series railcars as soon as possible and replace them with cars that have crashworthiness collision protection at least comparable to the 6000-series railcars.,"Crashworthiness,Transit",FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-10-008-022.pdf
R-10-002,"TO THE FEDERAL RAILROAD ADMINISTRATION: Require that railroads regularly review and use in-cab audio and image recordings (with appropriate limitations on public release), in conjunction with other performance data, to verify that train crew actions are in accordance with rules and procedures that are essential to safety. (Safety Recommendation R-10-002 is superseded by R-24-011)",NA,FALSE,FALSE,NonUrgent,2,TRUE,TRUE,7,http://www.ntsb.gov/safety/safety-recs/recletters/R-10-001-002.pdf
R-10-001,"TO THE FEDERAL RAILROAD ADMINISTRATION: Require the installation, in all controlling locomotive cabs and cab car operating compartments, of crash- and fire-protected inward- and outward-facing audio and image recorders capable of providing recordings to verify that train crew actions are in accordance with rules and procedures that are essential to safety as well as train operating conditions. The devices should have a minimum 12-hour continuous recording capability with recordings that are easily accessible for review, with appropriate limitations on public release, for the investigation of accidents or for use by management in carrying out efficiency testing and systemwide performance monitoring programs. (Safety Recommendation R-10-001 supersedes R-07-003) (Safety Recommendation R-10-001 is superseded by R-24-010)",Recorders,FALSE,FALSE,NonUrgent,2,TRUE,TRUE,7,http://www.ntsb.gov/safety/safety-recs/recletters/R-10-001-002.pdf
R-09-016,TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Develop a program to periodically determine that electronic components in your train control system are performing within design tolerances.,"Positive Train Control,Transit",FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R09_15_16.pdf
R-09-015,"TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Examine track circuits within your system that may be susceptible to parasitic oscillation and spurious signals capable of exploiting unintended signal paths, and eliminate those adverse conditions that could affect the safe performance of your train control system. This work should be conducted in coordination with your signal and train control equipment manufacturer(s). (Urgent) (Superseded by R-10-8)","Signals,Transit",FALSE,FALSE,Urgent,1,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R09_15_16.pdf
R-09-021,TO THE FEDERAL RAILROAD ADMINISTRATION:  Require all railroads that use audio frequency track circuits in their train control systems to examine track circuits that may be susceptible to parasitic oscillation and spurious signals capable of exploiting unintended signal paths and eliminate those adverse conditions that could affect the safe performance of their train control systems. This work should be conducted in coordination with their signal and train control equipment manufacturers.  (Urgent),,FALSE,FALSE,Urgent,1,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R09_20_21_22.pdf
R-09-023,"TO ALSTOM SIGNALING, INC.: Assist the Washington Metropolitan Area Transit Authority, and other rail transit operators and railroads that use your audio frequency track circuit equipment, in examining their train control systems for susceptibility to parasitic oscillation and spurious signals capable of exploiting unintended signal paths, and implementing measures to eliminate those adverse conditions that could affect the safe performance of their train control systems.  (Urgent) (Superseded by R-10-23 and R-10-25)",NA,FALSE,FALSE,Urgent,1,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R09_23.pdf
R-09-022,TO THE FEDERAL RAILROAD ADMINISTRATION: Require all railroads that use audio frequency track circuits in their train control systems to develop a program to periodically determine that electronic components in their train control systems are performing within design tolerances.,,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R09_20_21_22.pdf
R-09-020,"TO THE FEDERAL RAILROAD ADMINISTRATION: Advise all railroads that use audio frequency track circuits in their train control systems that postaccident testing following the June 22, 2009, collision between two rail transit trains near the Fort Totten station in Washington, D.C., identified that a spurious signal generated in a track circuit module transmitter by parasitic oscillation propagated from the transmitter through a metal rack to an adjacent track circuit module receiver, and through a shared power source, thus establishing an unintended signal path. The spurious signal mimicked a valid track circuit signal, bypassed the rails, and was sensed by the module receiver so that the ability of the track circuit to detect the train was lost.  (Urgent)",,FALSE,FALSE,Urgent,1,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R09_20_21_22.pdf
R-09-019,TO THE FEDERAL TRANSIT ADMINISTRATION: Advise all rail transit operators that use audio frequency track circuits in their train control systems to develop a program to periodically determine that electronic components in their train control systems are performing within design tolerances.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R09_17_18_19.pdf
R-09-018,TO THE FEDERAL TRANSIT ADMINISTRATION: Advise all rail transit operators that use audio frequency track circuits in their train control systems to examine track circuits that may be susceptible to parasitic oscillation and spurious signals capable of exploiting unintended signal paths and eliminate those adverse conditions that could affect the safe performance of their train control systems. This work should be conducted in coordination with their signal and train control equipment manufacturers.  (Urgent),NA,FALSE,FALSE,Urgent,1,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R09_17_18_19.pdf
R-09-017,"TO THE FEDERAL TRANSIT ADMINISTRATION: Advise all rail transit operators that use audio frequency track circuits in their train control systems that postaccident testing following the June 22, 2009, collision between two rail transit trains near the Fort Totten station in Washington, D.C., identified that a spurious signal generated in a track circuit module transmitter by parasitic oscillation propagated from the transmitter through a metal rack to an adjacent track circuit module receiver, and through a shared power source, thus establishing an unintended signal path. The spurious signal mimicked a valid track circuit signal, bypassed the rails, and was sensed by the module receiver so that the ability of the track circuit to detect the train was lost.  (Urgent)",NA,FALSE,FALSE,Urgent,1,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R09_17_18_19.pdf
R-09-009,"TO THE FEDERAL TRANSIT ADMINISTRATION: Develop and disseminate guidance for operators, transit authorities, and physicians regarding the identification and treatment of individuals at high risk
for obstructive sleep apnea and other sleep disorders.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R09_8_9.pdf
R-09-014,TO THE MASSCHUSETTS BAY TRANSPORTATION AUTHORITY: Develop and implement a positive train control system (PTC) for all of your rail lines.,Positive Train Control,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R09_10_14.pdf
R-09-013,TO THE MASSCHUSETTS BAY TRANSPORTATION AUTHORITY: Require train operators to notify other train crewmembers when the train encounters a restrictive signal and to inform crewmembers of the operator’s intended means of complying with the restrictions. Include a requirement that the other crewmembers acknowledge receiving this notification.,Transit,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R09_10_14.pdf
R-09-012,TO THE MASSCHUSETTS BAY TRANSPORTATION AUTHORITY: Require that train operators immediately report to the train dispatcher any inappropriately displayed aspects and all red signal aspects they encounter when the block of track governed by that signal can be seen to be clear of other trains.,"Signals,Transit",FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R09_10_14.pdf
R-09-011,TO 46 US RAIL TRANSIT AGENCIES: Establish a program to identify operators who are at high risk for obstructive sleep apnea or other sleep disorders and require that such operators be appropriately evaluated and treated.,Fatigue,FALSE,FALSE,NonUrgent,2,TRUE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R09_10_11.pdf
R-09-010,TO 46 US RAIL TRANSIT AGENCIES: Review your medical history and physical examination forms and modify them as necessary to ensure that they elicit specific information about any previous diagnosis of obstructive sleep apnea or other sleep disorders and about the presence of specific risk factors for such disorders.,Fatigue,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R09_10_11.pdf
R-09-008,TO THE FEDERAL TRANSIT ADMINISTRATION: Facilitate the development and implementation of positive train control systems (PTC) for rail transit systems nationwide. (Superseded by Safety Recommendation R-15-22),Positive Train Control,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R09_8_9.pdf
R-09-006,TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Take action to enhance the safety redundancy of your train control system by evaluating track occupancy data on a real-time basis in order to detect losses in track occupancy and automatically generate alerts. Alerts should prompt actions that include immediately stopping train movements or implementing appropriate speed restrictions to prevent collisions. (Urgent),"Positive Train Control,Transit",FALSE,FALSE,Urgent,1,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R09_6.pdf
R-09-007,"TO THE FEDERAL TRANSIT ADMINISTRATION: Advise all rail transit operators that have train control systems capable of monitoring train movements to determine whether their systems have adequate safety redundancy if losses in train detection occur. If a system is susceptible to single point failures, urge and verify that corrective action is taken to add redundancy by evaluating track occupancy data on a real-time basis to automatically generate alerts and speed restrictions to prevent train collisions.  (Urgent)",NA,FALSE,FALSE,Urgent,1,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R0907.pdf
R-09-003,TO THE FEDERAL RAILROAD ADMINISTRATION: Require that emergency exits on new and remanufactured locomotive cabs provide for rapid egress by cab occupants and rapid entry by emergency responders.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R09_1_3.pdf
R-09-002,"TO THE FEDERAL RAILROAD ADMINISTRATION: Study the different signal systems for trains, identify ways to communicate more uniformly the meaning of signal aspects across all railroad territories, and require the railroads to implement as many uniform signal meanings as possible.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R09_1_3.pdf
R-09-001,"TO THE FEDERAL RAILROAD ADMINISTRATION: Establish uniform signal aspects that railroads must use to authorize a train to enter an occupied block, and prohibit the use of these aspects for any other signal indication.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R09_1_3.pdf
